PCA1,PCA2
1.2360983377708687,-0.32582867738383003
-0.7506367503395034,-0.5586179193454581
3.003297726726674,1.6373551371920796
-2.152957143109035,2.8229219675602693
1.0738441295932644,-0.33667221712100187
-0.590338142760393,-0.5242429925827239
3.00353227548413,1.637370822936402
-2.153188862925607,2.8228722982423338
1.4578841944111212,-0.3109478018609997
-0.9697385397336238,-0.6054854286365254
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.2360983377708679,-0.3258286773838363
-0.7506367503395037,-0.5586179193454655
3.003297726726674,1.6373551371920796
-2.152957143109035,2.8229219675602693
3.00353227548413,1.637370822936402
1.0738441295932661,-0.33667221712100337
-2.153188862925607,2.8228722982423338
-0.590338142760393,-0.5242429925827239
-0.9697385397336238,-0.6054854286365254
1.4578841944111212,-0.3109478018609997
-0.9697385397336238,-0.6054854286365254
1.4578841944111212,-0.3109478018609997
1.4578841944111212,-0.3109478018609997
-0.9697385397336238,-0.6054854286365254
-0.9697385397336238,-0.6054854286365254
1.4578841944111212,-0.3109478018609997
-0.7506367503395037,-0.5586179193454655
-0.590338142760393,-0.5242429925827239
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.7612284952381685,0.5298096482024423
1.5028026742725538,0.5125270951081925
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-0.8617997616286667,1.0537817411297639
-1.117108655526981,0.9990560866279787
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
3.003297726726674,1.6373551371920796
-2.152957143109035,2.8229219675602693
3.00353227548413,1.637370822936402
-2.153188862925607,2.8228722982423338
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-2.152957143109035,2.8229219675602693
-2.152957143109035,2.8229219675602693
3.003297726726674,1.6373551371920796
3.003297726726674,1.6373551371920796
-2.152957143109035,2.8229219675602693
-2.152957143109035,2.8229219675602693
3.003297726726674,1.6373551371920796
-2.153188862925607,2.8228722982423338
-2.153188862925607,2.8228722982423338
-2.153188862925607,2.8228722982423338
3.00353227548413,1.637370822936402
3.00353227548413,1.637370822936402
-2.153188862925607,2.8228722982423338
2.4303022807586916,0.5745548024560795
2.352408638407376,0.5693455667666617
-1.778112604278415,0.857369390284002
1.4576128065436555,-0.31100720226094536
-1.7011584531950692,0.873864570770518
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
-0.9694781066344368,-0.6055119305894594
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
-0.9694781066344368,-0.6055119305894594
-0.9694781066344368,-0.6055119305894594
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
-0.9694781066344368,-0.6055119305894594
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
1.4576128065436555,-0.31100720226094536
1.209687092079117,0.4929246204286822
1.2853525212345964,0.4979848415470386
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-0.6469723196853678,1.099830165788146
-0.5722195068594501,1.1158534877542705
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.4576128065436555,-0.31100720226094536
-0.9694781066344368,-0.6055119305894594
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.4526326950526005,0.509171914397664
2.1912970969104792,0.5585710289917113
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.5419901111922087,0.9079824252606943
-0.8122348928640548,1.064406008236255
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
1.4576128065436555,-0.31100720226094536
-1.067727677496249,-0.4331029692963767
-0.9694781066344368,-0.6055119305894594
1.5753340282423227,-0.20619322541888216
1.5753340282423227,-0.20619322541888216
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
-1.067727677496249,-0.4331029692963767
1.5753340282423227,-0.20619322541888216
2.8537025292208926,1.6273507694633518
-2.0051662440998284,2.8546010585397923
2.8537025292208926,1.6273507694633518
2.8537025292208926,1.6273507694633518
-2.0051662440998284,2.8546010585397923
-2.0051662440998284,2.8546010585397923
-2.0051662440998284,2.8546010585397923
2.8537025292208926,1.6273507694633518
2.8537025292208926,1.6273507694633518
-2.0051662440998284,2.8546010585397923
-2.0051662440998284,2.8546010585397923
2.8537025292208926,1.6273507694633518
-2.0051662440998284,2.8546010585397923
2.8537025292208926,1.6273507694633518
2.8537025292208926,1.6273507694633518
2.8537025292208926,1.6273507694633518
-2.0051662440998284,2.8546010585397923
-2.0051662440998284,2.8546010585397923
